target,model,feature,importance
Flower_rat,LinearRegression,rel_r0p172_DVI_mean,166.2898799873303
Flower_rat,LinearRegression,ratio_r0p172_DVI_median,108.27261310370433
Flower_rat,LinearRegression,rel_r0p172_DVI_median,108.27259924296236
Flower_rat,LinearRegression,ratio_r0p172_EVI_median,84.83825824417913
Flower_rat,LinearRegression,rel_r0p172_EVI_median,84.8382548569346
Flower_rat,LinearRegression,0510_r0p172_ND_B2_B3_mean,20.650978056767958
Flower_rat,LinearRegression,0510_r0p172_ND_B2_B3_median,18.689542583426974
Flower_rat,LinearRegression,rel_r0p172_RENDVI1_median,15.837810858198823
Flower_rat,LinearRegression,ratio_r0p172_RENDVI1_median,15.837802454402755
Flower_rat,LinearRegression,diff_r0p172_ND_B3_B4_median,15.024478291586256
Flower_rat,LinearRegression,diff_r0p172_RENDVI1_median,15.024478291586256
Flower_rat,LinearRegression,0510_r0p172_ND_B1_B3_mean,6.904324415740348
Flower_rat,Ridge,0510_r0p172_ND_B1_B3_median,11.68773034514881
Flower_rat,Ridge,diff_r0p172_DVI_mean,6.071164940923011
Flower_rat,Ridge,0510_r0p172_ND_B2_B3_mean,4.238837104367776
Flower_rat,Ridge,diff_r0p172_ND_B3_B4_median,4.022795254073815
Flower_rat,Ridge,diff_r0p172_RENDVI1_median,4.022795254073787
Flower_rat,Ridge,diff_r0p172_DVI_median,3.996374536147013
Flower_rat,Ridge,0510_r0p172_ND_B1_B3_mean,3.132140416310109
Flower_rat,Ridge,ratio_r0p172_EVI_median,2.6203492514785176
Flower_rat,Ridge,rel_r0p172_EVI_median,2.620349251478511
Flower_rat,Ridge,rel_r0p172_RENDVI2_median,1.7130119672956083
Flower_rat,Ridge,ratio_r0p172_RENDVI2_median,1.713011967295522
Flower_rat,Ridge,diff_r0p172_ND_B3_B6_median,1.4450095951514181
Flower_rat,Ridge,diff_r0p172_NDVI_median,1.4450095951514148
Flower_rat,Ridge,diff_r0p172_SAVI_median,1.4441846779799197
Flower_rat,Ridge,0510_r0p172_ND_B2_B3_median,1.1258478749773784
Flower_rat,Ridge,diff_r0p172_RENDVI2_median,1.0277667929204737
Flower_rat,Ridge,diff_r0p172_ND_B3_B5_median,1.0277667929204655
Flower_rat,Ridge,ratio_r0p172_SAVI_median,0.9656129686431673
Flower_rat,Ridge,rel_r0p172_RENDVI1_median,0.8693291574285841
Flower_rat,Ridge,ratio_r0p172_RENDVI1_median,0.8693291574285301
Flower_rat,Ridge,0510_r0p172_EVI_median,0.6860268586277055
Flower_rat,Ridge,rel_r0p172_DVI_mean,0.36887919756934673
Flower_rat,Ridge,ratio_r0p172_DVI_mean,0.36887919756931437
Flower_rat,Ridge,ratio_r0p172_DVI_median,0.10828377147984798
Flower_rat,Ridge,rel_r0p172_DVI_median,0.10828377147980926
Flower_rat,Lasso,ratio_r0p172_SAVI_median,171.45938585836268
Flower_rat,Lasso,0510_r0p172_EVI_median,160.09992783272097
Flower_rat,Lasso,diff_r0p172_SAVI_median,134.38608894683517
Flower_rat,Lasso,ratio_r0p172_RENDVI2_median,86.48229096151826
Flower_rat,Lasso,0510_r0p172_ND_B1_B3_median,85.64683213025349
Flower_rat,Lasso,diff_r0p172_ND_B3_B4_median,80.41332791564831
Flower_rat,Lasso,ratio_r0p172_RENDVI1_median,66.89474097007019
Flower_rat,Lasso,diff_r0p172_ND_B3_B5_median,64.27668747188713
Flower_rat,Lasso,ratio_r0p172_EVI_median,60.52829392964105
Flower_rat,Lasso,0510_r0p172_ND_B1_B3_mean,38.06850788498319
Flower_rat,Lasso,0510_r0p172_ND_B2_B3_mean,37.258587166226015
Flower_rat,Lasso,rel_r0p172_DVI_median,20.70487845084849
Flower_rat,Lasso,0510_r0p172_ND_B2_B3_median,20.694991458370758
Flower_rat,Lasso,ratio_r0p172_DVI_mean,17.61934449333932
Flower_rat,Lasso,diff_r0p172_DVI_mean,4.959534817649198
Flower_rat,Lasso,diff_r0p172_ND_B3_B6_median,0.3231075751304055
Flower_rat,Lasso,diff_r0p172_DVI_median,0.15421599831779428
Flower_rat,Lasso,rel_r0p172_EVI_median,1.5959026356319222e-10
Flower_rat,Lasso,diff_r0p172_RENDVI1_median,1.3533785876496793e-10
Flower_rat,Lasso,ratio_r0p172_DVI_median,4.6126294702989137e-11
Flower_rat,Lasso,rel_r0p172_RENDVI1_median,2.310946047318242e-14
Flower_rat,Lasso,rel_r0p172_DVI_mean,0.0
Flower_rat,Lasso,diff_r0p172_RENDVI2_median,0.0
Flower_rat,Lasso,rel_r0p172_RENDVI2_median,0.0
Flower_rat,Lasso,diff_r0p172_NDVI_median,0.0
