target,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r
FHB_index,diff_rpt_CI_RE2_mean,62,-0.47560795599740596,9.359067540587427e-05,-0.5019572641251252,3.230764484781543e-05,0.47560795599740596,0.5019572641251252
FHB_index,diff_rpt_CI_RE2_median,62,-0.47560795599740596,9.359067540587427e-05,-0.5019572641251252,3.230764484781543e-05,0.47560795599740596,0.5019572641251252
FHB_index,diff_rpt_ND_B5_B6_mean,62,0.4746518651706705,9.711686020295812e-05,0.48983073978646063,5.328373396122818e-05,0.4746518651706705,0.48983073978646063
FHB_index,diff_rpt_ND_B5_B6_median,62,0.4746518651706705,9.711686020295812e-05,0.48983073978646063,5.328373396122818e-05,0.4746518651706705,0.48983073978646063
FHB_index,diff_rpt_NDRE2_mean,62,-0.4746518651706705,9.711686020295812e-05,-0.48983073978646063,5.328373396122818e-05,0.4746518651706705,0.48983073978646063
FHB_index,diff_rpt_NDRE2_median,62,-0.4746518651706705,9.711686020295812e-05,-0.48983073978646063,5.328373396122818e-05,0.4746518651706705,0.48983073978646063
FHB_index,0418_rpt_CI_RE2_mean,62,0.40110230013305054,0.0012343157064454255,0.4764915630139295,9.043696419041326e-05,0.40110230013305054,0.4764915630139295
FHB_index,0418_rpt_CI_RE2_median,62,0.40110230013305054,0.0012343157064454255,0.4764915630139295,9.043696419041326e-05,0.40110230013305054,0.4764915630139295
FHB_index,0418_rpt_ND_B5_B6_mean,62,-0.3981627677687688,0.0013507531620341878,-0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295
FHB_index,0418_rpt_ND_B5_B6_median,62,-0.3981627677687688,0.0013507531620341878,-0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295
FHB_index,0418_rpt_NDRE2_mean,62,0.3981627677687688,0.0013507531620341878,0.4764915630139295,9.043696419041326e-05,0.3981627677687688,0.4764915630139295
