target,model,feature,importance
FHB_num,LinearRegression,rel_r1_CI_RE2_median,41.50782260184448
FHB_num,LinearRegression,0418_r1_ND_B1_B2_median,29.367496041420306
FHB_num,LinearRegression,0418_r1_ND_B3_B4_median,28.266504767695906
FHB_num,LinearRegression,0418_r1_RENDVI1_median,28.2665047676941
FHB_num,LinearRegression,0418_r1_ND_B1_B2_mean,6.892596059709761
FHB_num,LinearRegression,0418_r1_ND_B1_B4_mean,6.107299087577298
FHB_num,LinearRegression,0418_r0p5_ND_B1_B4_median,3.882675383258828
FHB_num,LinearRegression,0510_r1_ND_B5_B6_mean,1.5620086367326236
FHB_num,LinearRegression,0418_r0p5_ND_B1_B4_mean,1.2618208824741348
FHB_num,LinearRegression,0418_r1_ND_B2_B3_mean,0.16827584739741042
FHB_num,Ridge,0418_r1_ND_B1_B2_mean,2.3978593681376323
FHB_num,Ridge,0418_r1_ND_B1_B4_mean,2.2530613250628413
FHB_num,Ridge,0510_r1_ND_B5_B6_mean,2.2156260493910294
FHB_num,Ridge,0418_r0p5_ND_B1_B4_median,1.9952505330303103
FHB_num,Ridge,diff_r1_NDRE2_median,1.4247401679847491
FHB_num,Ridge,diff_r1_ND_B5_B6_median,1.4247401679847442
FHB_num,Ridge,diff_r1_CI_RE2_mean,1.3005419036532684
FHB_num,Ridge,0418_r1_ND_B1_B4_median,1.0323567311748603
FHB_num,Ridge,diff_r1_CI_RE2_median,0.995167072246663
FHB_num,Ridge,0418_r0p5_ND_B1_B4_mean,0.8422746418433075
FHB_num,Ridge,rel_r1_CI_RE2_median,0.751429197681913
FHB_num,Ridge,ratio_r1_CI_RE2_median,0.7514291976819125
FHB_num,Ridge,diff_r1_ND_B5_B6_mean,0.6060067500895766
FHB_num,Ridge,diff_r1_NDRE2_mean,0.6060067500895759
FHB_num,Ridge,0418_r1_ND_B2_B3_median,0.4748732646626429
FHB_num,Ridge,0418_r1_RENDVI1_median,0.34650374222182556
FHB_num,Ridge,0418_r1_ND_B3_B4_median,0.3465037422218064
FHB_num,Ridge,ratio_r1_NDRE2_mean,0.3016768346726934
FHB_num,Ridge,rel_r1_NDRE2_mean,0.301676834672656
FHB_num,Ridge,ratio_r1_NDRE2_median,0.20884296790151935
FHB_num,Ridge,rel_r1_NDRE2_median,0.20884296790142717
FHB_num,Ridge,ratio_r1_CI_RE2_mean,0.15893158549133346
FHB_num,Ridge,rel_r1_CI_RE2_mean,0.1589315854912654
FHB_num,Ridge,0418_r1_ND_B1_B2_median,0.1291408066422302
FHB_num,Ridge,0418_r1_ND_B2_B3_mean,0.07204299563140892
FHB_num,Lasso,diff_r1_ND_B5_B6_median,4.568551501292214
FHB_num,Lasso,0418_r1_ND_B1_B2_mean,3.7441560908600553
FHB_num,Lasso,0418_r1_ND_B1_B4_mean,3.3915440084700226
FHB_num,Lasso,diff_r1_CI_RE2_mean,2.8180054947484594
FHB_num,Lasso,0510_r1_ND_B5_B6_mean,2.6759178246623048
FHB_num,Lasso,ratio_r1_CI_RE2_median,2.566770462672759
FHB_num,Lasso,0418_r0p5_ND_B1_B4_median,2.0631842345523284
FHB_num,Lasso,0418_r1_ND_B1_B4_median,1.034912175942623
FHB_num,Lasso,0418_r0p5_ND_B1_B4_mean,0.9749034090694068
FHB_num,Lasso,0418_r1_ND_B1_B2_median,0.37090833933030537
FHB_num,Lasso,rel_r1_CI_RE2_median,3.2979263059428746e-13
FHB_num,Lasso,diff_r1_CI_RE2_median,0.0
FHB_num,Lasso,diff_r1_NDRE2_median,0.0
FHB_num,Lasso,diff_r1_ND_B5_B6_mean,0.0
FHB_num,Lasso,diff_r1_NDRE2_mean,0.0
FHB_num,Lasso,ratio_r1_CI_RE2_mean,0.0
FHB_num,Lasso,rel_r1_CI_RE2_mean,0.0
FHB_num,Lasso,0418_r1_ND_B3_B4_median,0.0
FHB_num,Lasso,0418_r1_RENDVI1_median,0.0
FHB_num,Lasso,ratio_r1_NDRE2_mean,0.0
FHB_num,Lasso,rel_r1_NDRE2_mean,0.0
FHB_num,Lasso,0418_r1_ND_B2_B3_median,0.0
FHB_num,Lasso,ratio_r1_NDRE2_median,0.0
FHB_num,Lasso,rel_r1_NDRE2_median,0.0
FHB_num,Lasso,0418_r1_ND_B2_B3_mean,0.0
FHB_num,ElasticNet,0418_r1_ND_B1_B2_mean,2.792507634787016
FHB_num,ElasticNet,0418_r1_ND_B1_B4_mean,2.544865884889076
FHB_num,ElasticNet,0510_r1_ND_B5_B6_mean,2.1506210191101984
FHB_num,ElasticNet,0418_r0p5_ND_B1_B4_median,1.9867145270794468
FHB_num,ElasticNet,diff_r1_CI_RE2_mean,1.417788767032589
FHB_num,ElasticNet,diff_r1_ND_B5_B6_median,1.3181884870569673
FHB_num,ElasticNet,diff_r1_NDRE2_median,1.3102122806921521
FHB_num,ElasticNet,0418_r1_ND_B1_B4_median,1.077445117369824
FHB_num,ElasticNet,0418_r0p5_ND_B1_B4_mean,0.8962036396314967
FHB_num,ElasticNet,ratio_r1_CI_RE2_median,0.7809084290878919
