target,scale,feature,feature_type,date_type,statistic,n,pearson_r,pearson_p,spearman_r,spearman_p,fdr_q_within_scale,fdr_q_global,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_top1_frequency,bootstrap_top5_frequency,bootstrap_top10_frequency,max_stat_permutation_p,stability_status
Flower_rat,point,ratio_rpt_GNDVI_median,predefined_index,ratio,median,33,-0.47685094853853094,0.005020283958767531,-0.5408051702184402,0.001156456872050768,0.016810024836110226,0.009109788504997843,-0.8004878882272763,-0.17145281072925142,0.0125,0.0545,0.165,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,rel_rpt_GNDVI_median,predefined_index,rel,median,33,-0.47685094853853077,0.0050202839587675544,-0.5408051702184402,0.001156456872050768,0.016810024836110226,0.009109788504997843,-0.8004878882272763,-0.17145281072925142,0.0115,0.059,0.162,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,diff_rpt_ND_B2_B5_mean,pairwise_nd,diff,mean,33,0.4520739757198392,0.008260606254372771,0.5359360767889666,0.0013065572519201114,0.016810024836110226,0.009109788504997843,0.16251428476041552,0.8053634098365297,0.033,0.109,0.179,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,diff_rpt_ND_B2_B5_median,pairwise_nd,diff,median,33,0.4520739757198392,0.008260606254372771,0.5359360767889666,0.0013065572519201114,0.016810024836110226,0.009109788504997843,0.16251428476041552,0.8053634098365297,0.0265,0.1,0.1795,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,0510_rpt_ND_B1_B5_median,pairwise_nd,0510,median,33,0.44421746398527434,0.009602799939808105,0.5356002772421062,0.0013175113937973857,0.016810024836110226,0.009109788504997843,0.20308947586675258,0.7600513156598834,0.0035,0.0505,0.161,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,0510_rpt_ND_B1_B5_mean,pairwise_nd,0510,mean,33,0.44421746398527434,0.009602799939808105,0.5356002772421062,0.0013175113937973857,0.016810024836110226,0.009109788504997843,0.20308947586675258,0.7600513156598834,0.01,0.0565,0.1615,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,diff_rpt_GNDVI_median,predefined_index,diff,median,33,-0.4766293024052426,0.005043516215646153,-0.5300595847189121,0.001510242458082033,0.016810024836110226,0.009163277638714667,-0.7979238303554608,-0.15489762060765477,0.0025,0.02,0.077,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,diff_rpt_GNDVI_mean,predefined_index,diff,mean,33,-0.4766293024052426,0.005043516215646153,-0.5300595847189121,0.001510242458082033,0.016810024836110226,0.009163277638714667,-0.7979238303554608,-0.15489762060765477,0.0,0.0185,0.076,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,diff_rpt_ND_B2_B6_median,pairwise_nd,diff,median,33,0.4766293024052426,0.005043516215646153,0.5300595847189121,0.001510242458082033,0.016810024836110226,0.009163277638714667,0.1548976206076547,0.7979238303554608,0.0,0.0125,0.074,0.014985014985014986,unstable_or_not_bootstrapped
Flower_rat,point,diff_rpt_ND_B2_B6_mean,pairwise_nd,diff,mean,33,0.4766293024052426,0.005043516215646153,0.5300595847189121,0.001510242458082033,0.016810024836110226,0.009163277638714667,0.1548976206076547,0.7979238303554608,0.002,0.0205,0.0815,0.014985014985014986,unstable_or_not_bootstrapped
